dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,ebit,ch_fcf,misstate
0.006801576,0.033456051,0.008401052499999999,0.0,0.886416993,0.084219888,-0.023506388,-0.0033585050000000003,1.0,-0.025323659,0.965401612,-0.983230855,-0.439686976,-0.035267145,1
0.331469678,0.230571397,0.280368258,0.090387268,0.328463091,2.549710679,-0.366145525,0.619408984,1.0,0.288245379,0.725347368,-0.717363575,-0.292724785,-0.419732379,1
-0.005541069,0.030964798,0.074967406,0.0,0.736494598,0.286245353,-0.058032091,-0.047223251,1.0,0.341649349,0.983216783,0.289315726,0.080432173,-0.057040417,1
0.078811593,0.033456051,0.038748131,0.096244382,0.698963243,0.28521256,0.034992909,-0.064915674,1.0,0.107669489,1.015197849,0.312196833,0.110865939,-0.035267145,1
0.124391158,0.650805545,0.116273261,0.0,0.854885845,0.049500801,-0.848841744,-0.003013113,1.0,0.293694475,1.446522502,0.101187215,0.106210046,-0.62557762,1
-0.112812524,-0.512804924,-0.020518276,-0.000721939,0.457095073,0.125378593,-0.817545312,-0.690693183,1.0,0.081414062,1.121908371,-2.143766885,-1.715232214,-0.215669884,1
-0.033585041,-0.103181912,0.122715405,-0.01068221,0.925914342,0.867742752,-0.153097055,-0.145963562,1.0,0.745223184,0.794451453,-0.010999208,-0.110669753,-0.036282678,1
0.4722610272999997,0.765357849,0.166680986,0.192284561,0.782608696,0.298771227,-0.193073508,-0.011951099,1.0,0.407555778,0.992515832,0.171541502,0.120948617,-0.761405619,1
0.105429455,-0.053636714,0.029947726,0.056160399,0.774532501,0.092455495,0.159402441,-0.338845231,1.0,0.3636347,1.258247712,-0.515719731,-0.108874165,-0.259165603,1
0.075229817,0.050239789,0.028923128,0.060109644,0.903004904,0.679193215,0.313867206,-0.002646434,1.0,0.261319171,0.956683097,0.180508248,0.064592064,-0.022448355,1
0.026761913,0.023869675,0.011778029,0.0,0.617544217,-0.075263422,-2.900856076,-0.058258668,1.0,0.380457381,0.973390678,-0.117391452,-0.056115694,-0.069448558,1
-0.009144729,0.218365786,0.061587447,0.0,0.844930621,1.000583376,2.741740121,-0.04671344,1.0,0.193517676,1.211948771,1.54e-05,0.016470602,-0.250390935,1
0.174450574,0.403036699,0.300991539,0.0,0.500973527,0.947047685,0.220944809,0.103964805,1.0,0.041171538,0.879236887,0.074048543,0.125046862,-0.295599269,1
0.206504147,0.927911525,0.275810911,0.268206186,0.601242807,1.167447307,-0.571928914,0.238617753,1.0,0.234089269,1.633437557,-0.141095094,-0.101505239,-1.043074381,1
0.077780564,0.60111667,0.08048506,0.077240329,0.89293331,0.084219888,-0.023506388,-0.0033585050000000003,1.0,0.454794166,1.620732729,-0.031176903,0.024793533,-0.642521038,1
-0.002324652,-0.038775209,0.001868358,-0.000324525,0.390652287,0.020262836,-0.122612485,-0.09203009,1.0,0.351365474,0.849812691,-0.089994792,-0.098483205,-0.035890094,1
0.001221658,-0.169431382,-0.002471102,-0.093622235,0.784084966,-0.177880583,-0.521634943,-0.249062965,1.0,0.184606058,0.662841828,0.015702301,-0.29846305,-0.052118116,1
0.2633333,0.263576414,0.223057365,0.071495862,0.547369658,0.032034395,-0.183460302,-0.102487398,1.0,0.531525633,1.189900455,0.224269241,0.016445758,-0.347552143,1
0.018304683,0.039926493,0.0178441,0.028795738,0.437159903,0.404380968,0.042165313,0.068339854,1.0,0.490634351,0.841720683,-0.04430053,0.069451557,0.02174975,1
0.098784794,0.036882011,0.027378479,0.062339011,0.738407126,0.640241132,-0.039092611,-0.022169002,1.0,0.665000523,0.630688619,0.142436094,0.120008234,-0.021520565,1
-0.5838447201,-1.205061747,-0.003049245,0.0,0.181349206,0.084219888,-0.023506388,-0.0033585050000000003,1.0,0.02203736,0.95,0.075793651,0.113095238,-0.178685775,1
0.077739726,0.072374429,0.012785388,0.116666667,0.8617044,0.201591956,1.269690306,0.131065633,1.0,0.083892677,0.965444824,-0.961020931,0.047415634,0.057648402,1
0.11569854,0.254155496,0.043451494,0.085790885,0.490343233,0.250084336,0.042700089,-0.003504591,1.0,0.581947532,0.950597363,0.197581362,0.088920505,-0.241525171,1
0.004982802,0.010026118,0.016756119,0.050986807,0.340485257,0.194623918,-0.057266999,-0.027221299,1.0,0.914753688,1.245308306,0.399835105,0.054341489,-0.029338015,1
-0.061108485,0.166694343,0.051055731,0.014830048,0.770327003,0.084219888,-0.023506388,-0.0033585050000000003,1.0,0.238700128,1.088605278,-0.14166658,-0.032752388,-0.251472147,1
0.124543604,0.088979121,0.172135674,0.111801153,0.57639561,0.369929696,-0.621957151,-0.006174696,1.0,0.926235771,1.095619218,0.157667873,0.073357813,-0.078123911,1
-0.04840574,-1.2052824898,0.051199474,0.0,0.330026283,6.567314073399985,-1.053885485,-1.1859958160999997,1.0,0.029104891,0.529254971,-4.39612514,-4.058963525,-0.248285908,1
0.006801576,0.033456051,0.008401052499999999,0.0,0.791022181,0.084219888,-0.023506388,-0.0033585050000000003,1.0,0.507611153,0.965401612,-0.937931942,-0.465740802,-0.035267145,1
-0.084165898,-0.075446775,-0.039528997,-0.070927425,0.748568206,0.105378218,-0.138301439,-0.068461236,1.0,0.615505644,0.794800166,0.188449462,0.00653705,0.012649918,1
0.033167285,-0.139353524,0.037528051,0.029443127,0.68203891,0.060079923,-0.141904641,-0.089924554,1.0,0.111843827,1.183535611,-0.212767932,-0.019702453,0.124679707,1
0.290423252,0.191463046,0.234421066,0.268206186,0.703927861,0.62183163,0.251516149,-0.162711416,1.0,0.063058478,1.045367652,0.08495471,0.071570738,-0.239181396,1
0.030294852,0.137362365,0.091490452,0.06851043,0.451456396,0.78599388,0.014036237,-0.078059698,1.0,0.157099698,0.830092989,0.25818239,0.038551647,-0.192653223,1
0.027036803,0.044820207,0.036169636,-0.019667239,0.757024223,0.252194456,-0.258409744,0.0381533,1.0,0.638347673,0.885761911,0.341517623,0.075715938,-0.006932513,1
0.061991484,0.104654104,0.149400471,-0.001418273,0.611506009,0.377935438,-0.229288258,0.026956939,1.0,0.292742074,1.336288276,0.166117533,0.139969206,-0.059043524,1
0.011952337,-0.002529789,0.012318973,0.002933089,0.911582288,0.052973484,0.001547432,0.007542495,1.0,0.206837428,1.014743786,0.120979374,0.100858214,0.011549038,1
0.105353451,0.53991059,0.148203409,0.0,0.39936661,0.64016927,-0.443856231,0.394122391,1.0,0.183020917,1.287468598,-0.460176075,-0.132079831,-0.468141939,1
-0.270133703,-0.246612708,-0.171846353,0.0,0.43892254,-0.085519065,-0.025541641,-0.554009383,1.0,0.04572775,0.915805511,-2.20241373,-0.338381057,-0.294727899,1
-0.11269722,0.134068628,0.00670404,-0.010171647,0.181016546,0.477105128,0.024154654,0.022583029,1.0,0.096326238,0.74433165,0.39472902,0.334786486,-0.03120915,1
0.163537985,0.48665269,0.013065788,0.009575721,0.73013019,2.411754049,0.107355871,0.325372456,1.0,0.241829079,0.82620832,-0.565411381,0.151226984,-0.266578816,1
-0.5838447201,-0.757869622,-0.016829575,-0.001188674,0.697223901,0.946060777,-0.70326282,-0.380056082,1.0,1.42176949,0.880713453,-3.732396118,-2.426847474,0.205272925,1
0.074079316,0.013815451,0.003294041,0.12135246,0.732260463,0.451557832,1.336334245,-0.038337481,1.0,0.467602155,0.775647358,-0.361627431,-0.025701377,-0.056350056,1
0.010224324,0.013551962,0.064631763,-0.018594589,0.716841745,0.049002251,-0.328603358,-0.029075631,1.0,0.275781278,0.963468921,0.128064111,0.038718579,-0.032664444,1
-0.058063603,-0.290237147,0.001213028,-0.006024705,0.661930914,0.023466088,0.005653062,0.001147222,1.0,-0.05374156,0.953059306,0.187718879,0.208333333,0.296949235,1
0.4722610272999997,0.999422633,0.35771482319999914,-0.004907621,0.842375932,2.391862008,-0.248624466,1.0961144312999995,1.0,0.28879788,1.75,-0.071655096,0.4120168,-0.305571594,1
-0.211681081,-0.206298663,0.147954886,-0.093863632,0.854810978,-0.194843888,-7.149417175,-0.426793159,1.0,0.307924614,0.21436851010000002,-0.595272814,-0.522798006,-0.078003985,1
0.179976055,0.111388806,0.21123915,0.006150853,0.78284253,0.618277471,0.086378523,-0.047384932,1.0,0.147510726,0.594098028,0.153745459,0.146662472,-0.073540856,1
0.108985642,0.033456051,0.039178721,0.091625493,0.719378566,0.737384684,-0.097977149,-0.095658302,1.0,0.359115902,0.941278558,-0.012837391,0.078478376,-0.035267145,1
0.197053773,0.049757183,0.074635775,0.196184202,0.896305125,1.134641478,-0.501673075,-0.003215997,1.0,0.583300005,1.033960804,0.146814991,0.137346047,-0.021930891,1
-0.005797226,0.053205651,-0.084424786,-0.003134796,0.625039733,0.688507919,-1.857100635,-0.018439279,1.0,0.545807777,1.088416529,0.030634139,0.040924984,-0.057371065,1
0.047130456,-0.112953331,0.106722525,0.0,0.574968075,6.567314073399985,0.942085445,0.560837773,1.0,0.063885852,1.349979458,-1.120339535,-0.072401532,0.220101894,1
-0.049112465,-0.11157589,-0.007412384,-0.05284033,0.87592658,-0.217552921,-0.270724958,-0.090464838,1.0,1.778058406,1.194871209,0.023032121,-0.098040946,0.022627278,1
-0.11907717,0.473753377,-0.035409214,0.0,0.172427303,0.404208905,2.230220699,-0.10709622,1.0,0.298475132,1.876101107,0.451375588,0.42415850939999933,-0.017887129,1
-0.101182858,0.223097371,0.130029958,0.0,0.395757866,1.408338159,0.081743555,-0.000297889,1.0,0.044485862,0.555214953,0.052374103,0.098932808,-0.164812445,1
0.195378118,0.928134385,0.281102957,0.060222583,0.430313691,0.528998337,-0.173296927,0.266000372,1.0,0.149589301,0.782291984,-0.440730968,-0.136010945,-1.04658819,1
0.014436662,0.062180932,0.008480597,0.001541021,0.408905689,0.586842683,0.64594516,0.020050044,1.0,0.999332091,0.629442522,-0.036830597,0.078677449,-0.041260346,1
0.164326984,0.381994332,0.090994969,0.02842769,0.617762157,0.351601602,-0.012806641,0.007546192,1.0,0.268218779,0.905177762,0.562721936,0.392927024,-0.346975988,1
0.291699794,0.490293398,0.223494994,0.087069957,0.581753429,0.165261739,-0.442116627,-0.028916965,1.0,0.43885083,1.078787536,0.099531024,0.047191434,-0.487452818,1
-0.237946253,0.201306948,0.160643645,0.018003377,0.787222298,1.990070813,-10.412837491,-0.186681402,1.0,0.212062024,0.496402878,-0.190641964,-0.161743453,-0.487346546,1
-0.093804847,-0.204637963,0.041375705,-0.070727062,0.875720371,0.190389943,-0.834959901,-0.218027957,1.0,0.325795735,0.776784893,-0.913137894,-0.447590412,0.016505471,1
0.033249015,0.0072764,0.02552194,0.026302954,0.71677839,0.183374843,-0.019065943,0.019008085,1.0,0.593685527,1.023481774,0.286241568,0.085834509,0.016327163,1
0.30112707,0.132521108,0.219816247,0.108855857,0.868407694,0.145228629,-0.119317585,0.008067978,1.0,0.395745404,1.015444796,0.109794624,0.091872749,-0.116121505,1
0.4722610272999997,0.706119763,0.101206405,0.268206186,0.960558272,1.019129273,0.665188378,0.11242892,1.0,0.402349334,1.322612012,0.039376963,0.22220783,-0.55735907,1
0.254370221,0.678477811,0.159164524,0.152077003,0.548296709,0.853720285,1.088384747,0.313412613,1.0,0.165858325,1.199051843,0.224076278,0.422177151,-0.320929475,1
0.192967293,0.054678615,0.109175272,0.148357064,0.859339434,0.107407284,-0.254262197,-0.10216693,1.0,0.305811709,0.712837868,0.088539973,0.060807358,-0.102473123,1
0.194645181,0.279907732,-0.000975992,0.005763536,0.605879282,0.674267125,-1.651783011,0.021220058,1.0,1.254915833,0.88887279,0.032205619,0.077394708,-0.252718971,1
0.099188955,0.508553374,0.138645371,0.020276123,0.854106582,1.349883247,0.098379291,-0.010908729,1.0,0.333303408,1.071479343,0.074853192,0.081230527,-0.478483687,1
-0.021483492,-0.024940234,-0.001647606,-0.022323448,0.901491679,-0.199424455,-0.009238273,-0.102751933,1.0,-1.007661099,1.250627206,-0.231705369,0.142204619,0.038250307,1
0.123412861,0.154389627,0.056177265,0.09071099,0.772004738,0.234149129,0.156876034,0.013917148,1.0,0.141327851,1.157483954,0.429572316,0.172858031,-0.124431582,1
0.006801576,0.033456051,0.008401052499999999,0.0,0.877154563,0.084219888,-0.023506388,-0.0033585050000000003,1.0,0.070702117,0.965401612,-1.029104267,-0.941367618,-0.035267145,1
-0.014098386,0.09455772,0.028120973,0.019480027,0.633117547,0.497668941,-0.047744341,0.02133439,1.0,0.366296155,0.852794441,0.067938671,0.050902896,-0.071894186,1
0.222260164,0.379529568,0.180218544,0.081542263,0.787586358,0.416122715,-0.204919389,-0.017661379,1.0,0.705165136,1.116207975,0.223312273,0.148860789,-0.353205849,1
0.025372957,0.175846012,0.012619747,0.056514518,0.725884332,0.90758599,0.712659841,0.203078552,1.0,0.189339572,0.88974548,0.00348529,0.11812472,-0.030971024,1
0.040932753,0.232332596,0.326321044,0.041217999,0.553439862,0.306111834,-10.412837491,-0.056293187,1.0,0.055646442,0.521551034,-0.097981054,0.032819826,-0.234471939,1
0.062584532,-0.011166783,0.059070044,0.103516879,0.863114284,0.798418687,-1.870435138,-0.033054401,1.0,0.32985228,0.772145035,0.076525999,0.06138988,0.002057803,1
0.055290356,0.041826945,0.074720768,-0.027981184,0.639051783,0.040893601,-0.393419731,-0.071668823,1.0,0.315355021,1.399789537,0.17804969,0.061190659,-0.093768828,1
-0.029404403,0.019414306,0.010697457,-0.091608536,0.837610094,0.295061416,-0.505871367,-0.069592325,1.0,0.462967532,0.778689598,0.20823155,0.084500572,-0.067743305,1
-0.11390928,-0.106730869,-0.026084516,-0.136153494,0.659654418,-0.068423986,-0.664148196,-0.104827791,1.0,1.488412949,0.836489912,0.408599501,0.045215142,0.012879784,1
-0.00513633,0.050253124,0.007560363,0.007131541,0.749914376,0.492920607,0.232957445,-0.018539359,1.0,0.94687508,0.82565452,0.210191202,0.133737316,-0.038870293,1
0.019539802,0.083173913,0.026930277,0.001438621,0.330180903,0.143848638,-0.203124573,0.002027483,1.0,0.338116326,1.241902405,0.129945168,0.092285904,-0.071363773,1
0.030679842,0.101777361,-0.002807166,0.074758774,0.579373756,0.181695153,0.145963547,0.005388004,1.0,0.240213682,1.015545501,0.088075692,0.165752791,-0.080627189,1
0.205401831,0.03017752,0.140546795,0.111103968,0.878892734,0.232543022,-0.253635115,0.02309635,1.0,0.975673899,3.690313574,0.087410665,0.098195518,0.011993865,1
-0.00230826,-0.078215614,0.033412426,-0.013046689,0.875881391,-0.092359115,-0.095634687,-0.015236713,1.0,3.478344289,0.823831729,-0.006573327,0.011300621,0.030509179,1
0.06360962,0.272309324,0.08247215,0.025664375,0.772195419,0.254522049,-0.077431106,-0.000591635,1.0,0.393332387,1.002836861,0.163081094,0.070380839,-0.259285968,1
-0.018613517,0.052466455,0.008674135,-0.011661656,0.416938567,0.06251388,-0.026870679,-0.004700755,1.0,-0.024947448,1.013788,-0.115462209,0.14040702,-0.051561938,1
0.192598551,0.318240999,0.115878348,0.137695755,0.863477869,0.54501482,-0.03475479,0.014209034,1.0,0.458569481,0.815511203,0.131033715,0.142650735,-0.277257849,1
0.013029732,-0.004343244,0.030722064,0.002363236,0.494227494,0.452421555,-0.578362131,-0.018714384,1.0,0.614754629,0.907917232,-0.036338401,0.052362627,-0.010985853,1
0.059571553,0.030759684,0.032958597,0.02529827,0.786720807,0.036939005,-0.015903786,-0.020740347,1.0,0.842295418,1.027924049,0.362182195,0.086572771,-0.037404851,1
-0.000960465,0.130753057,0.286478208,0.231524025,0.756743111,0.953878297,-0.689805373,-0.077651014,1.0,0.032004986,1.707348197,0.015088258,-0.146144436,-0.224930561,1
0.077358077,-0.074346074,0.152304152,0.0,0.625088216,3.289692702,-0.152084633,0.308514292,1.0,0.175477376,0.86129176,-0.480829106,-0.033928912,0.116490117,1
0.032615026,0.295476607,-0.020098896,0.032135394,0.82474586,-0.003189289,0.034648293,-0.117696289,1.0,0.253031782,0.982114772,0.11813412,0.05962043,-0.336062672,1
0.098705371,0.133653755,0.045879827,0.087217098,0.76429371,0.122952842,0.072986395,0.00421149,1.0,0.779904244,0.858639353,0.170833506,0.118274666,-0.120802714,1
0.057487042,0.418836636,0.185769658,0.0,0.457603236,0.963562573,0.032082045,0.025100936,1.0,0.108235427,0.719797565,0.109069523,0.110372497,-0.374709989,1
